Kaggle_ID,Date,Hour,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Record_id,Demand_Category,Month
3069,12/7/2018,4,26.1,85.0,0.6,1081,23.3,0.0,0.0,0.0,Summer,No Holiday,Yes,943368,0,7
3070,23/05/2018,21,15.4,61.0,1.1,1959,7.9,0.0,,0.0,Spring,No Holiday,Yes,9581235,2,5
3071,25/02/2018,9,-0.3,48.0,1.1,1394,-10.0,0.43,0.0,0.0,Winter,No Holiday,Yes,1249272,1,2
3072,24/03/2018,8,4.5,49.0,0.4,580,-5.3,0.19,0.0,0.0,Spring,No Holiday,Yes,2996534,1,3
3073,9/9/2018,9,20.4,51.0,1.8,2000,9.9,1.43,0.0,0.0,Autumn,No Holiday,Yes,5146494,1,9
3074,4/9/2018,18,26.8,53.0,2.6,2000,16.4,0.8,0.0,0.0,Autumn,No Holiday,Yes,16431569,2,9
3075,1/12/2017,0,-5.2,37.0,2.2,2000,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2305617,1,12
3076,12/9/2018,19,25.4,50.0,0.6,2000,14.2,0.07,0.0,0.0,Autumn,No Holiday,Yes,13473315,2,9
3077,9/4/2018,22,9.6,41.0,0.5,1428,-3.0,0.0,0.0,0.0,Spring,No Holiday,Yes,5539811,1,4
3078,31/05/2018,18,26.4,42.0,3.1,1995,12.4,0.79,0.0,0.0,Spring,No Holiday,Yes,16062848,2,5
3079,7/1/2018,11,,57.0,13.0,1442,2.9,0.55,0.2,0.1,Winter,No Holiday,Yes,2144049,1,1
3080,21/06/2018,13,27.3,33.0,3.4,1921,9.6,3.42,0.0,0.0,Summer,No Holiday,Yes,6736140,2,6
3081,10/8/2018,7,26.0,78.0,0.7,1988,21.8,,0.0,0.0,Summer,No Holiday,Yes,5922679,1,8
3083,19/01/2018,20,1.2,51.0,0.6,1544,-7.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2067128,1,1
3084,19/11/2018,19,6.8,52.0,0.8,960,-2.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,6636741,2,11
3086,28/04/2018,0,13.3,70.0,1.6,473,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,4226417,1,4
3087,21/03/2018,4,1.3,39.0,2.3,2000,-11.1,0.0,0.0,0.0,Spring,No Holiday,Yes,930682,0,3
3088,18/11/2018,3,2.5,49.0,0.2,2000,-7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1720860,1,11
3089,30/11/2018,1,1.3,63.0,2.0,1379,-4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,2998676,1,11
3090,9/7/2018,3,21.9,63.0,1.3,2000,14.5,0.0,0.0,0.0,Summer,No Holiday,Yes,1674195,1,7
3092,31/12/2017,21,-1.6,35.0,1.0,2000,-15.1,,0.0,0.0,Winter,Holiday,Yes,1064002,0,12
3093,23/12/2017,22,5.3,79.0,0.6,200,1.9,0.0,,0.0,Winter,No Holiday,Yes,2418955,1,12
3094,6/11/2018,18,14.0,71.0,1.5,201,8.8,0.01,0.0,0.0,Autumn,No Holiday,No,238962,0,11
3095,9/12/2017,12,2.4,40.0,0.8,1809,-9.8,1.05,0.0,0.0,Winter,No Holiday,Yes,2982814,1,12
3096,7/10/2018,23,12.9,38.0,1.5,2000,-1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,4472015,1,10
3097,2/8/2018,12,36.6,41.0,2.0,1866,21.2,2.58,0.0,0.0,Summer,No Holiday,Yes,3383089,1,8
3098,25/10/2018,11,16.4,43.0,,1713,3.7,1.96,0.0,0.0,Autumn,No Holiday,Yes,5324744,1,10
3099,5/8/2018,2,27.5,83.0,2.7,1118,24.3,0.0,0.0,0.0,Summer,No Holiday,Yes,3042418,1,8
3100,5/10/2018,1,18.6,66.0,1.7,2000,12.1,,0.0,0.0,Autumn,No Holiday,Yes,4937610,1,10
3101,21/03/2018,1,1.5,40.0,2.8,2000,-10.6,0.0,0.0,0.0,Spring,No Holiday,Yes,1298452,1,3
3102,22/08/2018,21,33.1,46.0,2.7,2000,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes,9847031,2,8
3103,21/02/2018,7,-4.1,35.0,3.5,1980,-17.3,,0.0,0.0,Winter,No Holiday,Yes,2351988,1,2
3104,10/3/2018,5,0.8,80.0,0.3,565,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,958195,0,3
3105,30/04/2018,9,17.5,65.0,1.0,416,10.8,1.0,0.0,0.0,Spring,No Holiday,Yes,5520078,1,4
3106,18/07/2018,14,32.7,49.0,1.5,765,20.5,2.62,0.0,0.0,Summer,No Holiday,Yes,4608076,1,7
3107,8/6/2018,12,23.1,56.0,1.6,1222,13.8,,0.0,0.0,Summer,No Holiday,Yes,7033002,2,6
3108,24/10/2018,2,9.5,87.0,1.0,919,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,2121110,1,10
3109,16/01/2018,16,5.8,50.0,0.9,547,-3.8,0.11,,0.0,Winter,No Holiday,Yes,1934534,1,1
3110,25/01/2018,17,-10.9,32.0,4.0,2000,-24.4,0.28,,0.5,Winter,No Holiday,Yes,1215847,0,1
3111,6/12/2017,10,,64.0,0.0,1224,-6.8,0.63,0.0,0.2,Winter,No Holiday,Yes,2467059,1,12
3112,20/06/2018,3,19.4,79.0,0.8,563,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,2120655,1,6
3113,29/10/2018,4,5.6,66.0,0.7,2000,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1166430,0,10
3114,9/3/2018,7,1.6,76.0,0.7,1024,-2.1,0.0,0.0,0.0,Spring,No Holiday,Yes,3502373,1,3
3115,30/01/2018,5,-11.3,53.0,,1979,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,741721,0,1
3117,5/10/2018,10,15.8,89.0,1.8,742,13.9,0.18,1.5,0.0,Autumn,No Holiday,Yes,398339,0,10
3118,26/12/2017,23,-7.5,37.0,3.1,2000,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes,1299385,0,12
3119,1/8/2018,12,36.8,39.0,1.3,1944,20.5,2.8,0.0,0.0,Summer,No Holiday,Yes,3649103,1,8
3120,11/10/2018,21,9.3,52.0,1.5,2000,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,7382423,2,10
3121,31/10/2018,18,9.4,48.0,2.0,2000,-1.0,0.03,0.0,0.0,Autumn,No Holiday,Yes,10877378,2,10
3122,23/01/2018,15,-9.7,32.0,3.6,2000,-23.3,,0.0,1.0,Winter,No Holiday,Yes,1152962,0,1
3123,18/05/2018,10,16.3,97.0,1.0,693,15.8,0.37,0.0,0.0,Spring,No Holiday,Yes,2624212,1,5
3124,29/06/2018,3,22.3,96.0,1.2,290,21.6,0.0,0.1,0.0,Summer,No Holiday,Yes,1674863,1,6
3125,15/09/2018,18,24.2,76.0,1.2,2000,19.6,,0.0,0.0,Autumn,No Holiday,Yes,8528953,2,9
3126,2/10/2018,13,20.4,36.0,2.6,1776,4.8,2.71,0.0,0.0,Autumn,No Holiday,No,518967,0,10
3127,26/10/2018,16,14.5,81.0,1.8,1588,11.2,0.78,0.0,0.0,Autumn,No Holiday,Yes,4839227,1,10
3128,20/02/2018,20,1.8,19.0,3.1,2000,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes,1948395,1,2
3129,24/12/2017,22,0.2,69.0,2.7,565,-4.8,0.0,,0.0,Winter,Holiday,Yes,1468911,0,12
3131,31/08/2018,12,27.8,47.0,2.9,1905,15.4,2.99,0.0,0.0,Summer,No Holiday,Yes,5984900,1,8
3132,22/05/2018,9,19.3,62.0,0.8,1894,11.8,1.14,,0.0,Spring,Holiday,Yes,5559981,1,5
3134,5/1/2018,6,-5.1,54.0,1.3,1346,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,1500438,0,1
3135,22/09/2018,5,18.8,96.0,0.2,973,18.1,0.0,6.5,0.0,Autumn,No Holiday,Yes,578244,0,9
3136,11/4/2018,22,10.3,42.0,1.0,1923,-2.0,0.0,0.0,0.0,Spring,No Holiday,No,499159,0,4
3137,3/12/2017,8,3.2,92.0,1.8,244,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,1118075,0,12
3138,30/07/2018,21,33.1,48.0,1.1,2000,20.6,0.0,0.0,0.0,Summer,No Holiday,Yes,10420123,2,7
3139,1/11/2018,21,9.3,54.0,1.1,1975,0.4,,0.0,0.0,Autumn,No Holiday,Yes,6415272,2,11
3140,18/03/2018,15,12.0,37.0,0.8,879,-2.2,1.09,0.0,0.0,Spring,No Holiday,Yes,6018916,2,3
3141,15/09/2018,8,21.7,78.0,0.3,2000,17.6,,0.0,0.0,Autumn,No Holiday,Yes,4583485,1,9
3142,24/08/2018,4,24.5,88.0,2.0,1433,22.3,0.0,1.0,0.0,Summer,No Holiday,Yes,355319,0,8
3143,21/10/2018,21,13.0,49.0,1.0,1702,2.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,6274937,2,10
3144,21/09/2018,0,18.9,78.0,2.1,2000,14.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,5041179,1,9
3145,26/08/2018,3,21.6,85.0,0.1,1982,18.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2931594,1,8
3146,7/4/2018,19,4.9,47.0,3.5,2000,-5.4,0.2,0.0,0.0,Spring,No Holiday,Yes,3420685,1,4
3147,14/03/2018,11,17.5,55.0,2.1,1892,8.3,1.35,0.0,0.0,Spring,No Holiday,Yes,4055309,1,3
3148,17/09/2018,9,20.5,66.0,1.1,1711,13.9,1.12,0.0,0.0,Autumn,No Holiday,Yes,6643265,2,9
3149,31/12/2017,15,3.1,25.0,3.9,2000,-15.0,0.9,0.0,0.0,Winter,Holiday,Yes,1764663,1,12
3150,18/08/2018,5,22.0,58.0,1.0,2000,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1983514,1,8
3152,13/10/2018,14,19.3,27.0,1.3,1384,-0.1,2.38,0.0,0.0,Autumn,No Holiday,Yes,8512406,2,10
3153,5/5/2018,11,20.2,41.0,3.1,1789,6.5,2.56,0.0,0.0,Spring,No Holiday,Yes,5537300,1,5
3154,13/12/2017,20,-7.6,35.0,0.8,2000,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2066338,1,12
3155,15/03/2018,22,9.8,90.0,3.7,493,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,2849063,1,3
3156,21/12/2017,19,0.8,71.0,0.9,923,-3.8,0.0,0.0,0.8,Winter,No Holiday,Yes,1979937,1,12
3157,2/1/2018,14,1.7,20.0,4.4,1995,-18.9,0.91,0.0,0.0,Winter,No Holiday,Yes,1986296,1,1
3158,18/01/2018,11,1.8,75.0,,301,-2.1,0.35,0.0,0.0,Winter,No Holiday,Yes,1585247,1,1
3159,23/09/2018,17,24.1,41.0,2.4,2000,10.0,1.17,0.0,0.0,Autumn,Holiday,Yes,8510889,2,9
3160,4/6/2018,16,25.5,43.0,3.2,1892,11.9,1.72,0.0,0.0,Summer,No Holiday,Yes,8763508,2,6
3162,16/06/2018,22,22.8,69.0,1.7,1656,16.8,0.0,0.0,0.0,Summer,No Holiday,Yes,11352811,2,6
3163,23/01/2018,2,-7.5,65.0,3.9,2000,-12.9,0.0,0.0,1.0,Winter,No Holiday,Yes,912493,0,1
3164,2/3/2018,1,,52.0,2.1,1372,-12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1087074,0,3
3165,15/06/2018,21,21.4,54.0,1.5,2000,11.6,0.0,0.0,0.0,Summer,No Holiday,Yes,12399584,2,6
3166,27/03/2018,0,9.0,68.0,1.1,426,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2846058,1,3
3167,29/12/2017,0,0.2,63.0,0.7,925,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes,1562020,1,12
3168,13/04/2018,18,17.5,18.0,1.3,2000,-7.1,0.23,0.0,0.0,Spring,No Holiday,Yes,12915401,2,4
3169,6/4/2018,9,6.9,83.0,2.2,1666,4.2,0.83,,0.0,Spring,No Holiday,Yes,4089723,1,4
3171,3/3/2018,14,14.4,14.0,1.4,1833,-12.8,2.66,0.0,0.0,Spring,No Holiday,Yes,5446654,1,3
3172,27/10/2018,1,9.9,62.0,3.5,2000,2.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,3706159,1,10
3175,1/9/2018,4,21.2,88.0,0.9,1183,19.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,2603102,1,9
3176,15/05/2018,16,28.8,37.0,2.4,1629,12.6,1.44,0.0,0.0,Spring,No Holiday,Yes,7558372,2,5
3177,22/08/2018,1,24.6,79.0,0.6,1884,20.7,,0.0,0.0,Summer,No Holiday,Yes,4883037,1,8
3178,2/3/2018,2,,52.0,1.2,1434,-13.6,0.0,0.0,0.0,Spring,No Holiday,Yes,752609,0,3
3179,23/05/2018,20,16.7,61.0,1.9,2000,9.1,,0.0,0.0,Spring,No Holiday,Yes,11072674,2,5
3181,27/02/2018,20,5.9,44.0,1.3,733,-5.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2416040,1,2
3182,27/02/2018,19,,44.0,1.0,750,-5.2,0.0,0.0,0.0,Winter,No Holiday,Yes,4164752,1,2
3183,25/08/2018,11,28.0,57.0,3.3,1827,18.6,2.71,0.0,0.0,Summer,No Holiday,Yes,5475236,1,8
3184,19/11/2018,7,3.4,73.0,1.1,1012,-0.9,,0.0,0.0,Autumn,No Holiday,Yes,5268357,1,11
3185,17/12/2017,12,-4.9,25.0,2.6,1966,-21.9,1.08,0.0,0.0,Winter,No Holiday,Yes,2227992,1,12
3186,17/05/2018,9,19.7,98.0,0.5,659,19.3,0.05,10.0,0.0,Spring,No Holiday,Yes,368457,0,5
3187,3/4/2018,9,18.3,67.0,2.4,1375,12.0,0.55,0.0,0.0,Spring,No Holiday,Yes,5469103,1,4
3188,14/05/2018,13,21.8,59.0,1.9,404,13.4,2.74,0.0,0.0,Spring,No Holiday,Yes,6172690,2,5
3189,26/03/2018,7,6.0,96.0,0.6,94,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,3408978,1,3
3190,5/6/2018,20,24.0,46.0,2.8,1896,11.6,,0.0,0.0,Summer,No Holiday,Yes,12211694,2,6
3191,14/11/2018,9,7.1,61.0,0.5,1493,0.0,0.57,0.0,0.0,Autumn,No Holiday,Yes,5671357,1,11
3192,2/3/2018,10,-1.8,30.0,2.1,1608,-17.1,1.59,0.0,0.0,Spring,No Holiday,Yes,1601812,1,3
3193,6/2/2018,2,-11.2,36.0,2.9,1981,-23.3,0.0,0.0,0.0,Winter,No Holiday,Yes,414725,0,2
3194,1/12/2017,7,-7.4,38.0,0.9,2000,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2533971,1,12
3195,9/1/2018,19,-4.5,57.0,0.6,2000,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2533374,1,1
3196,12/12/2017,13,-6.9,37.0,2.4,1955,-19.1,1.22,0.0,0.0,Winter,No Holiday,Yes,1379573,1,12
3197,15/03/2018,4,15.1,86.0,2.1,877,12.7,0.0,0.0,0.0,Spring,No Holiday,Yes,714189,0,3
3198,2/2/2018,19,-0.5,43.0,2.5,1666,-11.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2659247,1,2
3200,18/07/2018,17,32.6,46.0,2.8,1560,19.4,1.95,0.0,0.0,Summer,No Holiday,Yes,8182130,2,7
3201,8/3/2018,13,6.7,65.0,3.2,1651,0.5,1.76,0.0,0.0,Spring,No Holiday,Yes,2345499,1,3
3202,25/04/2018,7,6.4,51.0,0.3,1963,-3.0,0.27,0.0,0.0,Spring,No Holiday,Yes,5974917,2,4
3203,18/11/2018,7,2.1,56.0,0.7,1477,-5.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1286203,1,11
3205,29/01/2018,7,-11.1,37.0,1.6,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,Yes,1451585,1,1
3206,12/3/2018,10,6.6,40.0,1.0,1061,-6.0,0.65,0.0,0.0,Spring,No Holiday,Yes,3017852,1,3
3207,12/5/2018,17,14.3,98.0,0.7,270,13.9,0.08,1.5,0.0,Spring,No Holiday,Yes,377109,0,5
3209,25/01/2018,21,-14.1,35.0,2.2,2000,-26.2,0.0,0.0,0.5,Winter,No Holiday,Yes,1269396,0,1
3210,16/11/2018,2,7.7,63.0,1.0,704,1.0,,0.0,0.0,Autumn,No Holiday,Yes,2840935,1,11
3211,22/01/2018,21,-1.8,85.0,2.9,590,-3.9,0.0,0.0,1.0,Winter,No Holiday,Yes,1818173,0,1
3212,11/7/2018,22,27.1,79.0,1.2,1578,23.1,0.0,0.0,0.0,Summer,No Holiday,Yes,9448645,2,7
3213,4/4/2018,11,12.8,65.0,2.0,2000,6.3,1.76,0.0,0.0,Spring,No Holiday,Yes,4786307,1,4
3214,21/06/2018,19,26.9,42.0,2.4,2000,12.8,0.62,0.0,0.0,Summer,No Holiday,Yes,14725715,2,6
3215,25/10/2018,15,20.6,32.0,1.4,1651,3.3,1.4,,0.0,Autumn,No Holiday,Yes,6986946,2,10
3216,7/11/2018,7,10.8,91.0,1.3,216,9.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,3220255,1,11
3217,5/10/2018,12,16.6,90.0,1.7,518,14.9,0.51,2.0,0.0,Autumn,No Holiday,Yes,597230,0,10
3218,5/5/2018,22,19.1,61.0,2.7,1830,11.3,0.0,0.0,0.0,Spring,No Holiday,Yes,7423705,2,5
3219,7/10/2018,2,15.7,88.0,0.4,2000,13.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,2869979,1,10
3221,3/3/2018,16,15.8,15.0,2.6,1867,-10.8,1.7,0.0,0.0,Spring,No Holiday,Yes,7328773,2,3
3223,24/03/2018,12,10.6,52.0,3.1,390,1.1,2.27,0.0,0.0,Spring,No Holiday,Yes,4146912,1,3
3224,15/10/2018,10,14.1,66.0,0.6,827,7.8,0.58,0.0,0.0,Autumn,No Holiday,Yes,5239782,1,10
3225,26/01/2018,19,-13.2,33.0,,1863,-26.1,0.0,0.0,0.3,Winter,No Holiday,Yes,1169780,0,1
3226,25/06/2018,1,22.5,80.0,,619,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes,3579916,1,6
3227,16/03/2018,5,5.2,60.0,2.0,2000,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1162661,0,3
3228,4/12/2017,8,-0.8,69.0,3.5,954,-5.7,0.01,0.0,0.0,Winter,No Holiday,Yes,5353837,1,12
3229,6/10/2018,5,16.7,93.0,2.8,360,15.5,0.0,4.5,0.0,Autumn,No Holiday,No,986230,0,10
3230,26/10/2018,8,12.1,81.0,0.8,706,8.9,0.0,0.5,0.0,Autumn,No Holiday,Yes,3266666,1,10
3232,29/06/2018,7,22.0,97.0,0.9,269,21.4,0.03,0.0,0.0,Summer,No Holiday,Yes,5227319,1,6
3233,16/01/2018,19,4.6,57.0,1.0,432,-3.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2545886,1,1
3234,29/07/2018,19,34.4,39.0,1.2,2000,18.4,0.58,0.0,0.0,Summer,No Holiday,Yes,7812923,2,7
3235,28/10/2018,20,8.2,82.0,2.8,2000,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,4179425,1,10
3236,13/09/2018,12,24.3,59.0,1.5,2000,15.7,1.12,0.0,0.0,Autumn,No Holiday,Yes,6164534,2,9
3237,12/7/2018,6,25.6,93.0,1.1,852,24.3,,0.0,0.0,Summer,No Holiday,Yes,3653620,1,7
3238,18/03/2018,21,8.8,72.0,0.9,501,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes,510713,0,3
3239,12/6/2018,20,21.6,62.0,3.3,2000,13.9,,0.0,0.0,Summer,No Holiday,Yes,13827703,2,6
3240,28/04/2018,8,12.7,67.0,0.6,378,6.7,0.86,0.0,0.0,Spring,No Holiday,Yes,4193301,1,4
3241,25/07/2018,6,,75.0,1.8,1092,23.2,0.01,0.0,0.0,Summer,No Holiday,Yes,3687610,1,7
3242,31/01/2018,16,-0.1,29.0,1.6,2000,-16.0,0.5,0.0,1.8,Winter,No Holiday,Yes,1511065,1,1
3243,25/07/2018,8,28.7,70.0,,1470,22.6,0.52,0.0,0.0,Summer,No Holiday,Yes,9950021,2,7
3244,12/10/2018,1,7.6,63.0,1.2,2000,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,2717543,1,10
3245,27/09/2018,2,15.7,53.0,1.4,2000,6.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,2250546,1,9
3247,29/10/2018,22,5.1,58.0,2.2,2000,-2.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,5414026,1,10
3248,27/08/2018,23,23.6,87.0,0.6,2000,21.3,0.0,0.0,0.0,Summer,No Holiday,Yes,6315413,2,8
3249,30/12/2017,8,-0.4,78.0,0.5,249,-3.7,0.0,0.0,0.0,Winter,No Holiday,Yes,1770215,0,12
3250,28/12/2017,6,-5.5,24.0,0.5,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,Yes,816327,0,12
3251,7/4/2018,15,7.6,36.0,5.0,1928,-6.5,1.39,0.0,0.0,Spring,No Holiday,Yes,5098463,1,4
3252,26/06/2018,12,20.5,97.0,1.8,257,20.0,0.15,5.0,0.0,Summer,No Holiday,Yes,166836,0,6
3253,10/8/2018,20,32.2,52.0,2.3,2000,21.0,,0.0,0.0,Summer,No Holiday,Yes,9467370,2,8
3254,15/08/2018,3,29.1,70.0,0.3,1952,23.0,0.0,0.0,0.0,Summer,Holiday,Yes,3422579,1,8
3255,30/11/2018,10,1.9,51.0,0.8,1029,-7.1,,0.0,0.0,Autumn,No Holiday,Yes,2972484,1,11
3256,5/4/2018,12,7.3,95.0,2.2,676,6.5,0.3,0.5,0.0,Spring,No Holiday,Yes,471505,0,4
3257,17/10/2018,19,13.2,42.0,1.3,2000,0.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,9839441,2,10
3258,26/04/2018,15,21.9,23.0,2.6,1463,-0.1,2.66,0.0,0.0,Spring,No Holiday,Yes,6003386,2,4
3259,19/05/2018,19,22.6,34.0,1.5,2000,5.9,0.51,0.0,0.0,Spring,No Holiday,Yes,11380884,2,5
3260,9/4/2018,15,14.2,24.0,1.8,1743,-6.1,2.6,,0.0,Spring,No Holiday,Yes,5487239,1,4
3261,30/03/2018,15,21.8,28.0,2.3,1162,2.4,2.4,0.0,0.0,Spring,No Holiday,Yes,6187497,2,3
3262,12/11/2018,19,9.8,46.0,2.8,1945,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,8050797,2,11
3263,7/11/2018,10,11.9,84.0,0.9,482,9.2,0.2,0.0,0.0,Autumn,No Holiday,Yes,3800653,1,11
3264,6/8/2018,21,30.6,70.0,,1542,24.4,0.0,0.0,0.0,Summer,No Holiday,Yes,8756022,2,8
3265,27/08/2018,18,24.8,83.0,0.8,1947,21.7,0.26,0.0,0.0,Summer,No Holiday,Yes,11929146,2,8
3266,28/04/2018,6,10.6,84.0,1.1,284,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1685398,1,4
3267,19/01/2018,3,-0.6,43.0,1.7,1316,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes,1067868,0,1
3268,3/1/2018,16,-0.4,30.0,2.0,2000,-15.9,0.62,0.0,0.0,Winter,No Holiday,Yes,1772540,1,1
3269,5/10/2018,7,17.7,56.0,1.3,2000,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1934017,1,10
3270,11/10/2018,9,8.4,49.0,2.6,2000,-1.7,1.17,0.0,0.0,Autumn,No Holiday,Yes,6411210,2,10
3271,23/06/2018,9,24.3,37.0,1.1,1939,8.6,1.31,0.0,0.0,Summer,No Holiday,Yes,6522741,2,6
3272,2/5/2018,3,18.5,82.0,0.8,342,15.3,0.0,0.0,0.0,Spring,No Holiday,Yes,1405608,0,5
3273,13/05/2018,18,19.0,66.0,1.3,1111,12.4,0.95,0.0,0.0,Spring,No Holiday,Yes,12054727,2,5
3274,14/01/2018,13,3.0,52.0,1.4,568,-5.9,0.9,0.0,0.0,Winter,No Holiday,Yes,1624221,1,1
3275,25/08/2018,22,23.4,75.0,1.6,2000,18.7,0.0,0.0,0.0,Summer,No Holiday,Yes,9520261,2,8
3276,30/09/2018,11,20.2,63.0,2.8,1195,12.9,1.25,0.0,0.0,Autumn,No Holiday,No,222263,0,9
3277,10/2/2018,17,-0.9,19.0,5.0,2000,-21.6,0.48,0.0,0.0,Winter,No Holiday,Yes,2079670,1,2
3278,15/12/2017,7,-7.0,63.0,0.6,865,-12.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2075719,1,12
3280,21/07/2018,14,36.3,34.0,1.3,1493,17.9,3.17,0.0,0.0,Summer,No Holiday,Yes,4671292,1,7
3281,11/9/2018,20,22.9,48.0,1.2,2000,11.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,11223408,2,9
3282,17/08/2018,3,22.4,52.0,1.3,2000,12.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2682607,1,8
3283,21/05/2018,19,19.5,56.0,1.6,1600,10.4,0.29,,0.0,Spring,No Holiday,Yes,12825102,2,5
3284,23/12/2017,18,6.6,73.0,0.4,229,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2278088,1,12
3286,31/08/2018,3,23.3,81.0,1.7,1068,19.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2471862,1,8
3288,4/11/2018,20,12.7,59.0,1.2,1177,4.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,5836300,1,11
3289,23/02/2018,15,8.2,62.0,0.6,291,1.3,1.22,0.0,0.0,Winter,No Holiday,Yes,2568482,1,2
3290,30/12/2017,17,3.8,64.0,0.9,250,-2.3,,0.0,0.0,Winter,No Holiday,Yes,1666740,1,12
3291,10/1/2018,23,-10.2,53.0,3.3,1997,-17.9,,0.0,0.0,Winter,No Holiday,Yes,1189610,0,1
3292,12/10/2018,11,,38.0,2.7,2000,-1.0,2.3,0.0,0.0,Autumn,No Holiday,Yes,5605054,1,10
3293,17/01/2018,23,,,3.1,2167,24.4,,0.0,0.0,Winter,Holiday,Yes,5730744,1,1
3294,6/2/2018,11,-9.9,32.0,3.3,1863,-23.5,1.72,0.0,0.0,Winter,No Holiday,Yes,1215436,0,2
3295,11/10/2018,23,8.4,60.0,1.5,2000,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,5158201,1,10
3296,30/12/2017,5,-1.2,81.0,0.8,258,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes,919675,0,12
3297,30/10/2018,0,21.5,,0.7,1421,4.0,0.0,0.0,0.0,Autumn,No Holiday,No,4816346,1,10
3298,18/03/2018,20,9.2,66.0,1.1,513,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1273176,0,3
3299,3/8/2018,12,36.8,41.0,2.1,1759,21.3,2.53,0.0,0.0,Summer,No Holiday,Yes,3163802,1,8
3300,20/04/2018,14,25.9,28.0,2.2,808,5.9,2.92,0.0,0.0,Spring,No Holiday,Yes,5619461,1,4
3301,17/08/2018,9,25.5,40.0,2.6,1990,10.8,1.7,0.0,0.0,Summer,No Holiday,Yes,5623982,1,8
3302,2/7/2018,1,21.3,97.0,1.0,1451,20.7,0.0,3.0,0.0,Summer,No Holiday,Yes,612197,0,7
3304,27/12/2017,13,-4.7,18.0,3.7,2000,-25.4,1.16,0.0,0.0,Winter,No Holiday,Yes,2139001,1,12
3305,11/7/2018,10,26.3,91.0,0.6,749,24.7,0.63,0.5,0.0,Summer,No Holiday,Yes,3594280,1,7
3306,15/08/2018,9,32.0,53.0,1.6,2000,21.2,1.56,0.0,0.0,Summer,Holiday,Yes,2989290,1,8
